Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
다가오는,6.63,4.5,5.25,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
업데이트,5.85,3.89,5.71,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
치받이,7.11,4.14,6.7,joy,trust,trust,trust,ennui,joy,joy,joy,Positive
받치다,5.25,3.89,6.39,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
가구류,5.32,3.12,5.61,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
유리,5.14,4.44,6.05,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
고양,6.95,4.7,6.75,joy,trust,trust,trust,joy,joy,joy,joy,Positive
업 링크,5.35,4.05,5.5,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
업로드,6.6,3.6,6.84,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
높은,5.7,3.52,6.33,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
어퍼컷,4.55,5.48,5.57,surprise,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
거만한,4.65,4.74,5.43,disgust,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
똑바로,5.11,3.29,6.11,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
반란,4.33,5.65,5.0,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
소란,4.21,5.48,4.63,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
고급,5.45,3.82,6.16,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
속상한,2.45,4.49,4.3,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
훌륭한,6.05,3.3,6.95,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
갑자기 나타나다,4.6,4.45,6.11,disgust,anticipation,sadness,anticipation,anger,disgust,sadness,ennui,Neutral
불안,3.16,4.09,4.54,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
상승,5.81,4.43,5.5,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
우라늄,4.1,3.96,3.92,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
도시의,4.95,4.41,4.5,anger,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
고슴도치,4.73,4.0,4.68,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
충고하다,5.11,5.29,4.5,fear,anticipation,anticipation,anticipation,fear,disgust,joy,disgust,Neutral
긴급,5.05,6.25,5.0,fear,anticipation,anticipation,anticipation,fear,envy,disgust,envy,Neutral
긴급한,4.21,5.71,5.35,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
소변기,2.8,3.62,4.12,disgust,sadness,disgust,sadness,disgust,sadness,disgust,sadness,Negative
오줌 누다,4.14,3.95,4.95,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
배뇨,3.62,4.4,5.0,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
오줌,2.9,4.38,4.55,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
항아리,3.37,2.9,4.15,disgust,sadness,sadness,sadness,anger,ennui,ennui,ennui,Negative
쓸 수 있는,5.58,3.43,6.11,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
용법,5.1,2.5,6.04,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
사용,5.18,4.19,5.0,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
유용한,7.1,3.82,6.81,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
유용성,5.4,4.5,5.95,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
쓸모 없는,2.8,4.39,4.65,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
사용자,3.67,3.21,5.56,disgust,disgust,sadness,sadness,anger,ennui,sadness,ennui,Negative
수위,5.39,3.95,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
평소,5.48,3.2,6.58,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
기구,5.36,2.95,6.62,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
자궁,4.79,4.82,5.23,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
공익사업,4.82,4.22,5.3,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
활용하십시오,5.26,4.33,6.25,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
최상의 것,6.81,3.1,5.59,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
전적인,4.76,3.9,5.33,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
빈방 있음,5.05,3.68,5.21,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
빈,4.64,2.86,5.4,anger,disgust,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
비우다,4.1,4.9,4.67,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
휴가,8.53,5.22,7.11,joy,joy,joy,joy,joy,joy,joy,joy,Positive
백신 접종,4.56,4.62,5.2,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
백신,6.48,6.45,5.0,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
진공,5.38,4.63,6.52,anticipation,anticipation,sadness,anticipation,ennui,ennui,ennui,ennui,Neutral
부랑자,3.32,4.55,3.83,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
질,6.0,5.83,5.07,trust,anticipation,surprise,anticipation,envy,disgust,joy,joy,Neutral
질의,5.67,5.71,4.64,trust,anticipation,surprise,anticipation,envy,disgust,joy,disgust,Neutral
방랑,3.43,5.72,4.32,surprise,disgust,disgust,fear,sadness,disgust,anxiety,fear,Negative
방랑자,2.63,3.82,3.92,disgust,sadness,disgust,sadness,disgust,sadness,disgust,anxiety,Negative
희미한,4.29,3.61,4.19,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
드리운 천,5.05,3.73,5.86,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
골짜기,5.32,3.0,5.16,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
Valedictorian,6.32,4.43,6.88,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
애인,6.4,4.79,6.29,joy,trust,joy,trust,joy,joy,joy,joy,Positive
시종,5.14,4.29,6.1,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
훌륭한,6.21,4.9,6.17,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Positive
유효한,6.05,4.0,6.64,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
검증,6.5,4.05,5.71,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
확인,5.7,4.2,6.44,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
효력,5.38,2.73,6.56,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
발륨,4.64,2.67,3.86,anger,sadness,joy,sadness,anxiety,ennui,joy,ennui,Neutral
골짜기,6.22,2.7,5.12,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
용기,5.57,3.67,6.7,anticipation,trust,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
귀중한,7.17,3.85,6.04,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
귀중품,5.91,5.05,6.47,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
값,7.18,5.79,6.24,joy,joy,joy,surprise,joy,joy,joy,joy,Positive
판막,5.1,3.84,6.12,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
달아나다,4.38,4.86,5.12,sadness,disgust,anticipation,anticipation,disgust,disgust,disgust,disgust,Neutral
즉석 반주,5.0,5.3,4.1,fear,anticipation,surprise,anticipation,fear,disgust,joy,disgust,Neutral
흡혈귀,4.05,5.17,3.6,sadness,disgust,anticipation,disgust,sadness,disgust,anxiety,disgust,Neutral
봉고차,4.43,4.35,5.35,disgust,anticipation,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
반달 족,2.32,4.84,3.25,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
기물 파손,1.9,4.67,3.45,sadness,fear,anger,anger,disgust,anxiety,envy,anxiety,Negative
전위,5.17,3.2,4.8,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
바닐라,7.42,3.62,5.74,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
사라지다,3.86,5.05,4.33,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
사라지는,3.56,4.74,4.36,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
화장대,4.46,3.77,5.45,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
이기다,4.72,5.05,5.29,sadness,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
정복,4.18,5.52,4.53,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
정복,5.29,4.4,5.1,anticipation,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
우세,5.95,3.15,5.73,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
증기,4.68,3.24,5.32,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
변하기 쉬운,5.29,3.65,5.21,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
변화,5.53,3.9,5.57,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
다양성,6.41,5.16,5.76,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
다양한,5.52,3.82,4.86,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
해충,3.65,4.56,4.12,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
광택,4.89,3.43,5.45,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
대학,5.36,3.55,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
달라지다,4.5,3.59,5.75,anger,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
다양합니다,5.35,5.3,4.58,trust,anticipation,surprise,anticipation,envy,disgust,joy,disgust,Neutral
혈관,3.89,4.55,4.88,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
꽃병,5.77,3.57,6.11,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
정관 절제술,4.83,5.79,4.44,fear,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
가신,4.89,3.82,5.5,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
대단한,5.68,4.71,5.45,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
큰 통,4.61,3.25,4.96,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
둥근 천장,5.84,2.86,5.25,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
송아지 고기,4.81,3.86,4.8,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
벡터,4.57,3.52,4.8,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
바뀌다,4.63,4.2,4.57,disgust,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
비건 채식,4.42,3.11,5.33,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
채소,6.79,3.75,5.17,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
채식,5.25,3.45,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
초목,6.19,3.8,5.67,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
무성의,3.48,3.37,3.64,disgust,sadness,anticipation,sadness,anger,sadness,ennui,ennui,Negative
채소,6.47,3.09,6.24,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
차량,6.0,4.68,5.8,joy,anticipation,joy,anticipation,joy,ennui,joy,ennui,Neutral
베일,5.42,3.83,4.94,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
베일,4.14,3.32,5.18,disgust,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
정맥,5.11,3.7,4.57,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
속도,5.59,5.74,6.14,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
벨로,5.65,4.0,5.26,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
벨벳,6.3,4.53,6.0,joy,trust,joy,trust,joy,joy,joy,joy,Positive
상호 복수,3.19,5.85,5.24,surprise,anger,disgust,fear,sadness,anger,disgust,fear,Negative
자판,5.7,3.62,4.76,anticipation,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
공급업체,5.29,3.82,5.5,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
겉치장,5.42,4.21,5.14,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
성병,2.95,4.58,4.14,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
베네치아 풍의,5.8,4.0,4.85,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
복수,2.53,5.23,4.04,sadness,disgust,anger,anger,sadness,anxiety,envy,embarrassment,Negative
복수,2.16,5.14,3.92,sadness,fear,anger,anger,sadness,anxiety,envy,anxiety,Negative
사슴 고기,4.95,3.84,5.05,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
독액,2.93,5.81,3.92,sadness,fear,fear,fear,sadness,fear,anxiety,fear,Negative
역겨운,2.9,7.21,4.23,surprise,fear,fear,fear,embarrassment,envy,fear,envy,Negative
벤트,5.0,4.06,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
통풍,6.44,2.7,5.4,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
송풍기,3.9,4.05,5.11,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
공동,4.9,3.14,5.04,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
심실,5.32,5.0,4.83,joy,anticipation,anticipation,anticipation,joy,disgust,joy,disgust,Neutral
투기,5.33,5.55,6.08,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
장소,5.37,4.18,6.04,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
베란다,5.95,2.83,6.18,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
동사,5.27,3.6,5.55,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
언쟁,5.29,3.76,6.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
평결,4.32,5.63,3.43,surprise,fear,surprise,anticipation,embarrassment,fear,embarrassment,disgust,Neutral
가장자리,4.68,4.65,5.21,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
확인,5.4,4.05,5.45,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
확인하다,5.43,4.21,6.57,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
진실성,5.15,3.77,5.11,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
해충,2.41,5.22,4.68,sadness,anger,anger,anger,sadness,anger,anger,embarrassment,Negative
버몬트,4.95,4.27,5.36,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
전문 용어,5.35,4.15,5.59,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
변하기 쉬운,6.0,3.59,6.33,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
절,6.0,3.65,6.35,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
버전,5.3,3.43,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
척추,5.32,3.15,5.12,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
수직의,5.0,4.32,5.58,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
선회,4.48,3.71,3.79,anger,disgust,joy,disgust,anger,ennui,joy,ennui,Neutral
선박,5.2,3.62,4.28,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
조끼,5.74,4.1,6.25,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
수의사,4.95,3.95,5.74,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
재향 군인,6.86,4.16,5.41,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
수의사,6.67,3.39,5.24,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
수의사,5.74,3.75,5.33,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
거부권,4.71,3.91,5.52,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
생존 가능한,6.0,4.19,6.36,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
vial,4.62,3.6,5.57,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
분위기,5.81,4.35,5.29,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
진동,5.74,4.48,5.95,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
떠는,7.37,5.96,5.95,joy,surprise,surprise,surprise,envy,joy,joy,joy,Positive
떨리다,5.29,5.52,5.36,trust,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
진동,5.53,5.36,5.43,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
진동기,5.73,5.95,5.25,trust,anticipation,anticipation,anticipation,envy,disgust,joy,joy,Neutral
교구 목사,5.5,3.87,4.95,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
바이스,3.81,3.96,4.78,disgust,disgust,anticipation,disgust,anger,ennui,sadness,ennui,Negative
부사장,5.43,3.09,5.67,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
총독,4.25,5.26,5.0,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
부근,5.32,4.32,6.0,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
나쁜,2.63,6.05,5.5,surprise,anger,anger,anger,sadness,anger,anger,anger,Negative
피해자,2.05,5.37,2.77,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
승리,6.89,6.16,7.21,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
승리,7.59,5.9,6.95,joy,joy,joy,surprise,joy,joy,joy,joy,Positive
동영상,6.64,4.8,5.84,joy,trust,joy,trust,joy,joy,joy,joy,Positive
비디오 게임,6.3,6.56,6.64,trust,surprise,anticipation,surprise,envy,joy,ennui,joy,Positive
비디오 테이프,5.68,4.67,5.59,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
보다,6.67,3.3,6.84,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
뷰어,5.53,3.57,5.5,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
보기,5.58,3.4,5.74,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
견해,6.17,3.55,5.8,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
불침번,5.35,3.1,5.32,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
각성,5.67,3.64,6.68,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
자지 않고 지키는,5.95,5.19,6.67,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
경계,4.75,5.18,6.04,surprise,anticipation,anticipation,anticipation,sadness,disgust,sadness,disgust,Neutral
활기,5.95,6.35,6.23,trust,anticipation,anticipation,anticipation,envy,joy,disgust,joy,Neutral
원기 왕성한,5.75,5.63,6.35,trust,anticipation,anticipation,anticipation,envy,joy,ennui,joy,Neutral
비열한,2.21,5.48,3.83,sadness,fear,anger,anger,sadness,anxiety,envy,embarrassment,Negative
별장,6.44,2.9,5.85,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
마을,5.95,3.4,5.6,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Neutral
악당,3.0,4.91,3.46,sadness,fear,fear,disgust,disgust,anxiety,anxiety,disgust,Negative
옹호,5.52,4.61,5.0,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
복수심 있는,3.24,4.64,4.32,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
덩굴,6.39,2.7,5.08,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
식초,5.33,3.55,4.75,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
포도원,6.84,3.0,5.58,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
포도 수확,6.67,4.35,5.32,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
비닐,5.2,3.39,5.05,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
비올라,6.2,4.65,6.27,joy,trust,joy,trust,joy,joy,ennui,joy,Positive
위반,2.61,5.76,2.85,sadness,fear,fear,anger,sadness,embarrassment,fear,anger,Negative
위반,2.29,4.52,3.28,sadness,fear,anger,disgust,disgust,anxiety,anxiety,anxiety,Negative
폭행,2.71,5.95,3.24,surprise,fear,fear,anger,sadness,fear,fear,anger,Negative
폭력적인,2.26,6.3,3.65,surprise,fear,fear,anger,sadness,fear,fear,anger,Negative
제비꽃,6.36,4.09,6.4,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
바이올린,6.56,3.41,5.58,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
바이올린 연주자,6.45,3.38,6.05,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
독사 같은 사람,4.58,5.17,4.11,sadness,disgust,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
바이러스의,3.33,5.52,3.62,sadness,fear,fear,disgust,sadness,fear,anxiety,disgust,Negative
숫처녀,5.56,4.58,5.87,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
처녀,5.0,4.67,6.53,anger,anticipation,sadness,anticipation,anxiety,disgust,ennui,ennui,Neutral
처녀성,6.33,5.14,5.8,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
정력,5.91,4.14,5.26,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
가상,6.1,4.24,5.72,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
덕,6.7,4.55,6.16,joy,trust,joy,trust,joy,joy,joy,joy,Positive
거장,6.68,5.38,5.7,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
덕 있는,6.85,5.1,6.73,joy,trust,joy,trust,joy,joy,joy,joy,Positive
바이러스,1.71,4.61,3.06,sadness,fear,anger,anger,disgust,anxiety,anxiety,anxiety,Negative
비자,5.74,4.33,5.45,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
시계,6.0,3.09,5.67,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
보이는,5.76,4.15,6.12,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
비전,6.79,3.18,6.27,anticipation,trust,trust,trust,ennui,joy,joy,ennui,Positive
공상가,6.6,4.48,5.8,joy,trust,joy,trust,joy,joy,joy,joy,Positive
방문하다,6.56,3.9,5.06,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
방문,5.4,4.17,5.75,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
방문객,5.27,4.0,5.29,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
챙,5.26,3.14,5.91,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
시각적,6.0,4.43,5.78,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
시각화,6.58,4.36,6.63,joy,trust,trust,trust,ennui,joy,ennui,joy,Positive
필수적인,5.84,5.15,6.5,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
활력,6.32,4.71,6.52,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
생식기,5.06,4.8,4.08,anger,anticipation,surprise,anticipation,anxiety,ennui,joy,disgust,Neutral
비타민,6.24,3.38,6.71,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
만세,5.42,4.19,4.93,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
생생한,6.41,5.26,5.76,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
여우,4.7,5.09,5.4,sadness,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
어휘,5.5,3.6,6.29,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
보컬,5.81,3.91,6.28,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
직업,5.52,4.54,5.73,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
보드카,5.68,5.23,3.91,joy,anticipation,surprise,anticipation,joy,disgust,joy,disgust,Neutral
인기,5.61,3.91,4.54,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
목소리,6.5,3.25,6.22,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
음성 메일,4.55,3.83,5.46,anger,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
무효의,4.65,3.95,4.19,anger,disgust,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
휘발성 물질,3.45,5.35,4.64,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
화산,4.67,5.6,3.16,surprise,fear,surprise,anticipation,embarrassment,fear,embarrassment,disgust,Neutral
화산,4.59,6.7,3.62,fear,fear,fear,anticipation,embarrassment,fear,embarrassment,envy,Neutral
발리,5.43,3.55,4.95,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
배구,6.27,4.55,5.65,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
전압,4.96,5.36,4.5,fear,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
용량,5.25,5.0,6.0,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
볼륨,6.0,3.43,6.2,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
자발적인,5.76,3.95,6.71,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
자원 봉사자,7.35,3.95,6.68,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
기분 좋은,7.1,5.29,5.76,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
토하다,1.98,4.82,3.44,sadness,fear,anger,anger,disgust,anxiety,envy,anxiety,Negative
부두교,4.15,5.57,4.0,surprise,disgust,anticipation,disgust,sadness,disgust,anxiety,disgust,Neutral
