Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
retina,5.86,4.7,4.56,joy,anticipation,surprise,anticipation,joy,ennui,joy,ennui,Neutral
retinal,4.32,3.65,4.71,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
retire,6.4,2.91,5.71,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
retirement,6.6,4.09,5.62,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
retrace,4.75,3.75,5.45,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
retract,5.38,3.5,4.86,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
retraction,4.63,4.45,4.7,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
retractor,4.95,2.81,4.74,anger,sadness,trust,sadness,anxiety,ennui,joy,ennui,Neutral
retreat,4.92,4.12,4.68,anger,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
retrial,3.95,5.06,4.65,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
retribution,3.39,4.35,4.7,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
retrieval,5.45,3.24,5.52,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
retrieve,6.16,4.45,5.83,anticipation,anticipation,joy,trust,ennui,joy,joy,joy,Positive
retriever,5.26,4.27,6.3,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
retro,5.6,4.0,5.76,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
retroactive,4.77,3.92,5.22,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
retrospect,5.76,3.23,4.86,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
return,5.95,3.29,5.71,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
reunion,6.37,4.61,5.76,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
reunite,6.86,5.05,6.37,joy,trust,joy,trust,joy,joy,joy,joy,Positive
rev,5.36,4.3,5.26,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
reveal,5.86,4.14,6.5,anticipation,trust,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
revel,5.4,4.05,5.57,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
revelation,5.94,3.85,5.6,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
revenge,2.75,6.14,5.72,surprise,anger,anger,fear,sadness,anger,anger,fear,Negative
revenue,7.0,4.78,5.68,joy,trust,joy,trust,joy,joy,joy,joy,Positive
reverence,6.11,3.25,5.08,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
reverend,5.42,2.4,5.0,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
reverent,5.44,3.88,4.93,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
reversal,4.86,3.91,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
reverse,5.2,3.73,6.08,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
revert,4.95,3.55,5.26,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
review,5.09,3.77,6.04,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
reviewer,5.16,2.95,5.05,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
revise,5.26,3.52,5.95,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
revision,4.62,4.19,6.23,disgust,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
revisit,5.81,3.9,5.84,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
revival,6.38,4.31,5.42,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
revive,6.53,3.92,6.11,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
revoke,2.95,5.0,5.0,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
revolt,4.0,4.36,4.97,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
revolting,2.47,5.9,3.95,sadness,fear,fear,anger,sadness,fear,anxiety,anger,Negative
revolution,4.81,5.68,5.23,fear,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
revolutionary,6.21,4.86,5.11,joy,anticipation,joy,anticipation,joy,ennui,joy,joy,Positive
revolutionize,5.65,5.28,5.45,trust,anticipation,anticipation,anticipation,envy,disgust,joy,disgust,Neutral
revolve,6.37,4.35,4.67,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
revolver,3.3,6.29,4.39,surprise,fear,fear,fear,sadness,envy,anxiety,envy,Negative
revolving,5.0,4.41,5.26,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
revue,5.32,3.5,4.94,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
reward,7.47,5.58,6.33,joy,joy,joy,joy,joy,joy,joy,joy,Positive
rewarding,6.75,5.65,6.58,joy,trust,anticipation,surprise,envy,joy,joy,joy,Positive
rewind,5.58,4.13,5.58,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
rewire,5.67,3.73,4.9,anticipation,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
rewrite,4.2,3.78,5.75,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
rhapsody,6.63,4.7,5.05,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
rhetoric,4.6,3.9,4.68,anger,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
rhetorical,5.05,3.74,5.12,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
rhinestone,5.42,3.45,4.71,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
rhino,6.25,4.1,5.17,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
rhinoceros,6.0,4.47,4.4,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
rhubarb,6.45,4.3,5.73,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
rhyme,6.58,3.59,6.09,anticipation,trust,trust,trust,ennui,joy,joy,ennui,Positive
rhythm,6.42,5.14,7.0,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
rhythmic,6.3,5.05,6.26,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Positive
rib,6.1,2.29,5.0,anger,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
ribbon,6.7,3.63,5.31,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
rice,5.7,3.0,5.5,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
rich,6.83,6.81,6.83,trust,surprise,anticipation,surprise,envy,joy,ennui,joy,Positive
riches,7.1,5.42,6.1,joy,trust,joy,joy,joy,joy,joy,joy,Positive
rickety,3.52,5.35,4.15,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
rickshaw,5.63,4.3,5.32,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
ricochet,4.75,5.05,4.3,sadness,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
rid,3.67,4.38,5.06,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
riddance,4.79,4.5,4.77,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
riddle,6.3,4.48,4.39,joy,anticipation,surprise,trust,ennui,ennui,joy,joy,Positive
ride,6.27,5.1,5.28,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
rider,5.36,4.41,5.37,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
ridge,4.62,3.52,5.28,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
ridicule,2.95,5.53,4.15,sadness,disgust,anger,anger,sadness,disgust,anxiety,embarrassment,Negative
ridiculous,3.67,5.65,3.78,surprise,fear,fear,disgust,sadness,fear,anxiety,disgust,Negative
rife,3.32,3.4,5.4,disgust,disgust,sadness,sadness,anger,ennui,sadness,ennui,Negative
riff,4.63,4.71,4.88,disgust,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
riffraff,4.05,4.57,4.21,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
rifle,4.3,6.14,5.28,surprise,anticipation,disgust,anticipation,embarrassment,envy,disgust,envy,Neutral
rifleman,4.25,5.1,3.84,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
rift,3.84,4.57,5.26,sadness,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
rig,4.32,4.52,5.39,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
right,7.32,5.0,7.16,joy,trust,trust,trust,joy,joy,joy,joy,Positive
righteous,6.0,3.32,5.59,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Neutral
righteousness,5.18,5.0,6.05,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
rightful,6.0,3.45,6.9,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
righty,5.33,3.62,5.56,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rigid,3.47,4.81,4.83,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
rigor,4.81,5.05,5.48,sadness,anticipation,anticipation,anticipation,sadness,disgust,ennui,disgust,Neutral
rigorous,4.81,5.81,6.18,fear,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
rim,4.6,3.72,5.04,anger,disgust,trust,anticipation,anger,ennui,ennui,ennui,Neutral
ring,7.09,4.43,5.44,joy,trust,joy,trust,joy,joy,joy,joy,Positive
ringer,4.95,4.24,5.56,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
ringleader,4.1,5.2,5.56,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
ringmaster,5.53,4.35,6.3,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
ringside,5.3,4.29,5.72,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
rink,5.67,3.32,4.62,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
rinse,5.47,2.76,6.92,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
riot,3.15,6.19,3.25,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
rioting,3.42,5.32,3.29,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
rip,3.28,5.26,4.12,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
ripe,5.57,4.78,5.72,joy,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
ripper,3.11,5.1,4.48,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
ripple,6.17,3.2,5.08,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
rippling,4.91,4.41,5.1,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
rise,5.73,5.3,7.16,joy,anticipation,sadness,anticipation,envy,joy,ennui,disgust,Neutral
risk,5.17,6.43,3.89,fear,anticipation,surprise,anticipation,fear,fear,embarrassment,envy,Neutral
risky,3.85,5.91,4.42,surprise,disgust,disgust,fear,sadness,disgust,anxiety,fear,Negative
risotto,5.84,3.81,6.13,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
rite,5.58,3.9,5.41,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
ritual,4.52,4.1,5.0,disgust,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
ritualistic,4.73,4.58,5.79,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,ennui,Neutral
rival,4.58,4.81,4.74,disgust,anticipation,anticipation,anticipation,disgust,disgust,disgust,disgust,Neutral
rivalry,4.57,5.05,5.64,sadness,anticipation,anticipation,anticipation,sadness,disgust,sadness,disgust,Neutral
river,6.72,4.22,4.89,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
riverbank,6.58,3.96,4.68,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
riverbed,5.9,3.64,5.05,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
riverboat,6.09,5.37,5.62,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
riveting,5.95,4.88,5.47,joy,anticipation,joy,anticipation,joy,ennui,joy,joy,Neutral
roach,2.19,5.26,3.33,sadness,fear,fear,anger,sadness,anxiety,anxiety,anxiety,Negative
road,5.59,3.81,6.0,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
roadblock,3.55,3.86,3.12,disgust,sadness,anticipation,disgust,disgust,anxiety,disgust,ennui,Negative
roadhouse,5.62,3.61,5.06,anticipation,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
roadie,5.37,4.63,5.3,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
roadrunner,5.45,5.16,4.95,joy,anticipation,anticipation,anticipation,joy,disgust,joy,disgust,Neutral
roadside,4.65,4.05,6.05,anger,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
roam,4.89,4.2,6.42,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
roar,5.37,6.15,5.88,fear,anticipation,anticipation,anticipation,fear,envy,disgust,disgust,Neutral
roast,5.74,4.05,5.65,anticipation,anticipation,trust,anticipation,ennui,ennui,joy,ennui,Neutral
roasted,5.6,4.0,5.29,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
rob,2.1,5.54,3.57,sadness,fear,fear,anger,sadness,anxiety,anxiety,anger,Negative
robber,2.9,6.2,3.92,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
robbery,2.76,6.32,2.67,surprise,fear,fear,fear,sadness,fear,fear,fear,Negative
robe,5.53,3.1,5.7,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
robin,6.63,2.64,4.35,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
robot,6.18,4.43,5.14,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
robotic,5.05,4.6,4.29,anger,anticipation,surprise,anticipation,anxiety,ennui,joy,ennui,Neutral
robotics,4.95,4.55,5.65,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
robust,6.1,5.24,5.76,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
rock,5.72,3.14,5.26,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
rocker,5.65,5.67,6.0,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
rocket,5.8,5.04,5.57,joy,anticipation,anticipation,anticipation,joy,disgust,joy,ennui,Neutral
rod,4.95,3.05,5.19,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rodent,3.56,3.83,4.06,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
rodeo,4.57,5.19,5.08,surprise,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
roe,4.18,4.04,5.32,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
rogue,3.89,5.04,4.63,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
role,5.1,4.4,5.36,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
roll,5.72,3.9,5.11,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
roller,5.35,3.15,4.95,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
rollercoaster,6.75,6.64,3.78,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
roman,5.55,4.36,5.78,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
romance,7.28,6.06,5.0,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
romantic,7.61,5.12,6.45,joy,joy,joy,joy,joy,joy,joy,joy,Positive
romp,6.79,5.8,5.61,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
roof,4.48,3.4,7.05,anger,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
rooftop,5.42,3.44,5.65,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rook,5.58,3.41,4.21,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
rookie,5.25,3.5,3.91,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
room,5.55,3.1,5.71,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
roomful,5.8,3.68,5.26,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
roommate,5.29,4.13,4.52,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
rooms,5.65,3.48,5.15,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
roomy,6.6,3.4,6.64,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
roost,5.16,3.82,5.81,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rooster,5.53,4.57,5.09,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
root,5.33,3.62,6.05,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
root beer,6.11,3.81,5.05,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
rope,5.05,4.58,5.62,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
ropes,4.86,3.1,5.5,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rosary,5.26,3.36,4.5,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
rose,7.11,2.8,6.22,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
rosemary,6.37,3.59,6.19,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
roster,4.71,3.09,6.12,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
rot,2.65,4.72,3.54,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,anxiety,Negative
rotary,4.7,3.5,5.12,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
rotate,5.24,3.35,5.0,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
rotation,5.0,4.1,5.43,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
rotor,3.95,3.25,5.32,disgust,disgust,sadness,sadness,anger,ennui,ennui,ennui,Negative
rotten,2.43,4.9,3.37,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
rotunda,5.74,3.05,4.93,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
rouge,5.55,4.18,5.48,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
rough,3.68,5.43,4.88,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
roughneck,3.74,4.64,6.33,sadness,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
roulette,4.37,5.48,3.56,surprise,fear,surprise,anticipation,sadness,fear,embarrassment,disgust,Neutral
round,5.89,2.5,4.78,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
roundabout,5.05,3.19,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
roundup,4.63,4.0,5.5,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
rouse,5.24,4.79,4.95,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
rousing,5.35,5.83,5.56,trust,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
route,5.86,3.83,5.23,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
routine,4.95,3.15,6.27,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rove,4.6,3.44,5.83,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
roving,4.89,4.0,4.86,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
row,5.48,3.39,6.06,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
rowboat,5.4,2.56,6.05,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
rowdy,4.16,4.88,4.7,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
rowing,5.42,3.77,5.87,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
royal,5.25,4.23,6.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
royalty,5.52,4.32,5.68,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
rub,6.63,4.35,6.78,joy,trust,trust,trust,ennui,joy,ennui,joy,Positive
rubber,4.37,4.14,5.38,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
rubbish,3.39,4.1,4.76,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
rubble,3.65,3.86,4.42,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Negative
rubdown,6.52,4.24,5.05,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
ruby,6.79,4.05,6.0,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
ruckus,4.35,6.27,5.11,surprise,anticipation,disgust,anticipation,embarrassment,envy,disgust,envy,Neutral
rudder,5.11,3.25,5.5,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
ruddy,4.65,4.33,5.0,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
rude,2.04,4.7,3.8,sadness,disgust,anger,anger,disgust,anxiety,envy,anxiety,Negative
rudeness,2.57,6.2,3.62,surprise,fear,fear,anger,sadness,fear,fear,anger,Negative
rudimentary,4.45,3.0,5.28,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
ruff,4.86,5.04,5.23,sadness,anticipation,anticipation,anticipation,sadness,disgust,ennui,disgust,Neutral
ruffian,4.21,5.38,4.39,surprise,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
ruffle,5.19,3.64,5.31,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rug,5.0,3.24,5.68,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
rugby,5.94,4.1,5.61,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
rugged,5.1,4.1,5.36,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
ruin,2.32,5.4,5.16,sadness,anger,anger,anger,sadness,anger,anger,embarrassment,Negative
ruination,3.53,4.27,3.74,disgust,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
rule,4.5,3.67,3.61,anger,disgust,surprise,disgust,anger,ennui,joy,ennui,Neutral
ruler,5.0,4.47,6.62,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
ruling,4.22,4.52,5.47,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Neutral
rum,5.57,4.96,6.17,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,ennui,Neutral
rumba,5.95,4.59,5.29,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
rumble,5.0,4.5,4.94,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
rummage,4.95,4.1,4.85,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
rumor,3.14,3.85,5.36,disgust,disgust,sadness,disgust,disgust,disgust,sadness,ennui,Negative
rump,5.81,4.79,5.09,joy,anticipation,joy,anticipation,joy,ennui,joy,ennui,Neutral
rumpus,4.96,4.45,5.0,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
run,6.41,5.24,5.44,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
runaround,4.14,5.14,4.04,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
runaway,4.05,3.95,4.41,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
rundown,3.79,3.55,3.46,disgust,sadness,anticipation,disgust,anger,ennui,joy,ennui,Negative
runner,5.68,5.05,5.9,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
running,6.53,5.52,5.89,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
running shoes,5.84,3.78,5.88,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
runny,4.14,3.81,4.23,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
runt,4.77,4.32,4.0,anger,disgust,surprise,anticipation,anger,ennui,joy,ennui,Neutral
runway,4.74,4.33,4.94,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
rupture,3.21,5.26,3.32,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
rural,5.95,3.15,5.57,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
ruse,3.76,3.58,3.89,disgust,sadness,anticipation,disgust,anger,ennui,ennui,ennui,Negative
rush,4.05,6.55,6.79,surprise,anticipation,disgust,fear,embarrassment,envy,disgust,envy,Neutral
rust,4.05,3.42,4.0,disgust,sadness,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
rusted,3.27,4.09,4.26,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
rustic,6.0,4.45,5.08,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
rustle,4.16,3.88,5.62,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
rustler,4.21,4.5,4.33,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
rusty,3.5,4.24,4.51,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
rut,2.9,3.87,4.0,disgust,sadness,disgust,sadness,disgust,sadness,disgust,anxiety,Negative
ruthless,3.67,6.0,4.04,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
rye,5.45,3.78,5.45,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
sabbatical,6.0,2.75,5.76,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
saber,4.5,4.48,5.61,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,ennui,Neutral
sabotage,2.0,5.15,3.64,sadness,fear,anger,anger,sadness,anxiety,envy,anxiety,Negative
saboteur,4.0,3.86,4.85,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
sac,4.35,2.85,3.55,anger,sadness,joy,sadness,anger,ennui,joy,ennui,Neutral
sack,5.11,4.24,5.0,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
sacrament,5.61,3.35,4.24,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
sacred,6.95,5.0,5.12,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
sacrifice,4.76,4.95,5.6,sadness,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
